no,Kalimat Awal,Kalimat Hasil Preproses,Label Awal,Label Exp1,,Label Exp2,,Label Exp3,,Label Exp4,
2586,Om telolet on,om telolet on ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2587,Mau pesen satu,pesan ,jawab,abaikan,false,jawab,true,jawab,true,baca,false
2588,Om telolet om,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2589,Om telolet om,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2590,Om telolet om telolet 📢 📢 📢 📣 📣 📣,om telolet om telolet _emot_netral_ _emot_netral_ _emot_netral_ _emot_netral_ _emot_netral_ _emot_netral_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2591,beli ini buat nodong sopir bis buat telolet 😂,beli nodong sopir bis telolet _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2592,Telolet ?,telolet _tanda_tanya_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2593,Buat ngiris bawang Bagus gak yah..,mengiris bawang bagus kecewa _tanda_titik_ ,jawab,abaikan,false,baca,false,baca,false,baca,false
2594,Om telolet om,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2595,Om telolet om,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2596,Om telolet om,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2597,OM TELOLET OM,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2598,RACOON DUNIAAAAAAAAA,racoon dunia ,baca,abaikan,false,baca,true,baca,true,baca,true
2599,PARAH PARAH VANDERISM NEBAR RACOOONNN,parah parah vanderism nebar racon ,baca,abaikan,false,baca,true,baca,true,abaikan,false
2600,Om telolet om,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2601,om telolet om,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2602,Beli ini 😂😂 @rahil.prayita,beli _emot_pos_ _emot_pos_ _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2603,Om telolet om,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2604,OM TELOLET OM,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2605,Om telolet om,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2606,Om telolet om,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2607,Bagus bgt productnya@vanderism_com,bagus banget productnya _mentionpemilik_ ,baca,baca,true,baca,true,baca,true,baca,true
2608,Om telolet om,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2609,Ngeri,ngeri ,baca,abaikan,false,baca,true,baca,true,baca,true
2610,Asik ndrong.. Landep @gilangmaulana_nugraha @diyan.aji @ulumae,asik ndrong _tanda_titik_ landep _mentionteman_ _mentionteman_ _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2611,"om, telolet om",om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2612,OM TELOLET OM!!!,om telolet om _tanda_seru_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2613,Om telolet om,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2614,Om telolet om,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2615,om telolet om,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2616,om telolet om,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2617,Om telolet omm,om telolet omm ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2618,OM TELOLET OM,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2619,"@vanderism_com omm ..yang bilang ""om telolet om"" bisaa di tes karambit gk om ? :v"," _mentionpemilik_ omm _tanda_titik_ bilang "" om telolet om "" bisaa tes karambit om _tanda_tanya_ : v ",jawab,jawab,true,jawab,true,jawab,true,jawab,true
2620,msh ready gk om barangnya?,om barangnya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2621,Bisa order Om..??,order om _tanda_titik_ _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2622,@vanderism_com, _mentionpemilik_ ,abaikan,baca,false,baca,false,baca,false,jawab,false
2623,Karambit senjata pemungkas yg di pakai karakter Sam Fisher di game terkenal SPLINTERCELL BLACKLIST. Cara Beladirinya juga di angkat dari beladiri Indonesia. Chek it @vanderism_com,karambit senjata pemungkas pakai karakter sam fisher permainan terkenal splintercell blacklist _tanda_titik_ beladirinya angkat beladiri indonesia _tanda_titik_ periksa it _mentionpemilik_ ,baca,jawab,false,jawab,false,jawab,false,baca,true
2624,@edwinat11 @joe_matthew2, _mentionteman_ _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2625,Saya udh line mau beli yg ini tpi gak ad respon,line beli respon ,jawab,jawab,true,baca,false,baca,false,jawab,true
2626,@istighfardila, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2627,Ini masih ada ka @vanderism_com,kakak _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2628,"Kesini karena channel Agung Hapsah😂, btw produknya mantep-mantep. Belinya hanya via online?",kesini channel agung hapsah _emot_pos_ ngomong - ngomong produknya mantap - mantap _tanda_titik_ belinya via online _tanda_tanya_ ,jawab,baca,false,baca,false,baca,false,baca,false
2629,@athafallahf @aditfrz @razedityart_ gapunya karambit..beli ini aje, _mentionteman_ _mentionteman_ _mentionteman_ karambit _tanda_titik_ beli ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2630,Wow,wow ,baca,baca,true,baca,true,baca,true,abaikan,false
2631,@ar57_x tah alus jang kana sabuk, _mentionteman_ tah halus jang kana sabuk ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2632,Mahaal @rizal_ch,mahaal _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2633,Bang puter lah,bang putar ,baca,abaikan,false,jawab,false,jawab,false,jawab,false
2634,Ini karambit tihel @helly.soetjahyo,karambit tihel _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2635,Bisa untuk freestyle gak,freestyle ,jawab,jawab,true,baca,false,baca,false,baca,false
2636,Klo bisa pengen niat beli,niat beli ,baca,baca,true,baca,true,baca,true,baca,true
2637,@kurniawan.darwin, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2638,Anjay @mdarts_ cs om,anjing _mentionteman_ customer service om ,abaikan,jawab,false,abaikan,true,abaikan,true,jawab,false
2639,@jordan_axel8, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2640,masih ada kak.? @vanderism_com,kak _tanda_titik_ _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2641,Min itu tuh maksud kalau dimasukin itu gimana yaa?,min maksud dimasukkan iya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2642,Lhoo punyamu wong @michaus306 @k_hh_15 @2wil3,lhoo milikmu _mentionteman_ _mentionteman_ _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2643,Kak aku beli 1 brp ongkir,kak beli _angka_ ongkos kirim ,jawab,jawab,true,jawab,true,jawab,true,baca,false
2644,Min ini recommended buat bunuh mantan pacar yg lg jalan sama gebetan barunya ? @vanderism_com 😂😂😂😂😂,min recommended bunuh mantan pacar jalan orang disuka barunya _tanda_tanya_ _mentionpemilik_ _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ ,jawab,jawab,true,abaikan,false,abaikan,false,jawab,true
2645,Mau? @aliakbarrafsrg,_tanda_tanya_ _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2646,Di katalog website nya itu belom yg New Batch ya min? Gue liat di katalog masih yg model lama min. Mau order min tapi yg batch baru bukan yg lama. Thanks,katalog website nya _daerah_ batch iya min _tanda_tanya_ lihat katalog model min _tanda_titik_ order min batch _daerah_ _tanda_titik_ terima kasih ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2647,"Tolong di respon ya min, makasih :)",tolong respon iya min terima kasih :) ,baca,jawab,false,jawab,false,jawab,false,abaikan,false
2648,@patrickaustin17 versi baru itu, _mentionteman_ versi _daerah_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2649,Ga ada jual pedang bonus istri gitu ya 😔,jual pedang bonus istri iya _emot_netral_ ,baca,jawab,false,baca,true,baca,true,abaikan,false
2650,Kyak punya kenshin hahahaa,kyak kenshin haa ,baca,abaikan,false,baca,true,baca,true,baca,true
2651,Lanjutin terus usaha nya @vanderism_com,lanjutkan usaha nya _mentionpemilik_ ,baca,baca,true,baca,true,baca,true,jawab,false
2652,mau beli gimana caranya min?,beli min _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2653,BELI DONG,beli ,baca,baca,true,baca,true,baca,true,baca,true
2654,Card knife masih ada gak min ? @vanderism_com,card knife min _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2655,Kalau mau order gmn ya? @vanderism_com,order iya _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2656,@mfarhanms yeuh han katana wkwk, _mentionteman_ yeuh han katana tertawa ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2657,Toko dimana?,toko dimana _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2658,bls line dong kak :( @vanderism_com,balas line kak :( _mentionpemilik_ ,baca,jawab,false,jawab,false,jawab,false,jawab,false
2659,Kok line officialnya ga bales sama sekali ya? Udah 3x chat @vanderism_com,line officialnya balas iya _tanda_tanya_ _angka_ x chat _mentionpemilik_ ,baca,jawab,false,jawab,false,jawab,false,jawab,false
2660,Klo berat ny itu packaging berapa kg kk¿,berat ny packaging kg kk\xbf ,jawab,jawab,true,baca,false,baca,false,jawab,true
2661,@vanderism_com kok saya line gk ada respon sama sekali ya? Apa masih jualan nih?, _mentionpemilik_ line respon iya _tanda_tanya_ jualan _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2662,"@vanderism_com ooo i see, kpn selesai libur nya bro? Maaf mengganggu sblumnya", _mentionpemilik_ o i see selesai libur nya saudara laki - laki _tanda_tanya_ maaf mengganggu sblumnya ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2663,Kok saya juga gak ada respon,respon ,baca,jawab,false,baca,true,baca,true,baca,true
2664,Diliburkan toh pantes,diliburkan ,baca,abaikan,false,baca,true,baca,true,baca,true
2665,"anday al alus, ngan urangna geus di imah deui anyong wkkw @alishandi1",anday al halus ngan urangna geus imah deui anyong wkkw _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2666,@steven.amin, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2667,Gan jual thunderball kaya di watch dogs 2 dong biar keren hehehe,juragan jual thunderball kaya watch dogs _angka_ biar keren tertawa ,baca,baca,true,baca,true,baca,true,abaikan,false
2668,"kak aku udh trf,bls line nya ya kak makasihhh @vanderism_com",kak trf balas line nya iya kak terima kasih _mentionpemilik_ ,baca,jawab,false,jawab,false,jawab,false,jawab,false
2669,Gan mw pesan yg ini,juragan now watching pesan ,baca,jawab,false,jawab,false,jawab,false,jawab,false
2670,Masih libur min?,libur min _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2671,Balas line min,balas line min ,baca,baca,true,jawab,false,jawab,false,jawab,false
2672,balas line dan WA min,balas line wa min ,baca,jawab,false,jawab,false,jawab,false,jawab,false
2673,Gan. Websiteasih dalam proses ya,juragan _tanda_titik_ websiteasih proses iya ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2674,@robin_charles_pp, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2675,@patrickjbn, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2676,Belum ada yang baru nih? @vanderism_com,_daerah_ _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2677,Kapan jam ane di kirim @vanderism_com,jam kirim _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,baca,false
2678,Duit habis :( sabar nunggu model lain lah ;(,uang habis :( sabar menunggu model ;( ,baca,baca,true,baca,true,baca,true,abaikan,false
2679,Ini 89.000rb ? @vanderism_com,_angka_ _tanda_titik_ _angka_ ribu _tanda_tanya_ _mentionpemilik_ ,jawab,abaikan,false,jawab,true,jawab,true,jawab,true
2680,Webnya vanderism.com lg under construction ya min?,webnya vanderism _tanda_titik_ com under construction iya min _tanda_tanya_ ,jawab,abaikan,false,jawab,true,jawab,true,jawab,true
2681,"@vanderism_com min,ane mau nanya nih wkwkwk. Kantor nnya yg di GLC trima beli barang & bayar di tmpat ndak? Wkwkwk 😂 😂 😂 😂", _mentionpemilik_ min tertawa _tanda_titik_ kantor glc terima kasih beli barang & bayar _tanda_tanya_ tertawa _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ ,jawab,baca,false,baca,false,baca,false,baca,false
2682,0, _angka_ ,abaikan,abaikan,true,baca,false,baca,false,baca,false
2683,"Card sharp stocknya masih ada gk,,? @vanderism_com",card sharp stocknya _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2684,"Min liat"" karambit dong","min lihat "" karambit ",jawab,jawab,true,abaikan,false,abaikan,false,abaikan,false
2685,dari mana taunya kita kalau asli min ? bedanya sama yg dijual di pasar apa ?,taunya asli min _tanda_tanya_ bedanya dijual pasar _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2686,nyo pedang @ridhodori48,nyo pedang _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2687,Meh tuku @asyhanputra ???,meh tuku _mentionteman_ _tanda_tanya_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2688,Cara pesen gimana,pesan ,jawab,jawab,true,jawab,true,jawab,true,baca,false
2689,@nurulyulita, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2690,Ada WA gan ? @vanderism_com,wa juragan _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2691,Bang mau pesen,bang pesan ,jawab,abaikan,false,jawab,true,jawab,true,jawab,true
2692,Harga nya turun ? @vanderism_com,harga nya turun _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2693,Order dong min 1,order min _angka_ ,jawab,jawab,true,jawab,true,jawab,true,abaikan,false
2694,Gak punya tokopedia @vanderism_com ???,tokopedia _mentionpemilik_ _tanda_tanya_ ,jawab,abaikan,false,jawab,true,jawab,true,jawab,true
2695,@geanprim, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2696,line gaada response,line uang tanggapan ,baca,baca,true,baca,true,baca,true,jawab,false
2697,@vanderism_com  kirim via pos bisa?, _mentionpemilik_ kirim via pos _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2698,Masih ada ??,_tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2699,@spanggab, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2700,Ga ada respon di line,respon line ,baca,jawab,false,baca,true,baca,true,jawab,false
2701,Masih ready gan ?,juragan _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2702,Om saya WA kok blm di respon 😁,om wa respon _emot_pos_ ,baca,jawab,false,jawab,false,jawab,false,jawab,false
2703,Masih ada gan? Wa gk di respon nih,juragan _tanda_tanya_ wa respon ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2704,@sharkbluff need this broo, _mentionteman_ butuh this broo ,abaikan,baca,false,abaikan,true,abaikan,true,abaikan,true
2705,Masih ready stock gak gan ?,persediaan juragan _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2706,Bang ada Gir ga,bang gir ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2707,Yakin lebih tajam dari yang old nya?.. gue pesen satu ya min,tajam old nya _tanda_tanya_ _tanda_titik_ pesan iya min ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2708,Sudah chat line bro tapi belom di bales hmm,chat line saudara laki - laki balas hmm ,baca,baca,true,jawab,false,jawab,false,jawab,false
2709,Minat 1 min,minat _angka_ min ,jawab,baca,false,baca,false,baca,false,abaikan,false
2710,Min ane udah pesan via line n WA tp kok gk d respon y @vanderism_com,min pesan via line wa respon _mentionpemilik_ ,baca,jawab,false,jawab,false,jawab,false,jawab,false
2711,masih ada gk mas?,mas _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2712,Lumayan buat emak motong wortel,lumayan emak memotong wortel ,baca,baca,true,baca,true,baca,true,baca,true
2713,Apakah untuk pemesanan benda'' seperti ini harus ada ijin khusus atau tinggal pesan lalu beli?,pemesanan benda ' ' izin khusus tinggal pesan beli _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2714,Ngasah nya pake apa ya bro? Order gak ya😢,mengasah nya pakai iya saudara laki - laki _tanda_tanya_ order iya _emot_neg_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2715,This is more cool then krambit 😍,this is more keren then krambit _emot_pos_ ,baca,baca,true,baca,true,baca,true,baca,true
2716,Ok siap.... Saya kira harus ad ijin khusus,oke _tanda_titik_ izin khusus ,baca,abaikan,false,baca,true,baca,true,jawab,false
2717,cara pemesanan gimana gan?,pemesanan juragan _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2718,@vanderism_com asahan nya yg mana ya?, _mentionpemilik_ _daerah_ nya iya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2719,Pesan satu min saya sudah PM dan Email ke mimin,pesan min private message email admin ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2720,Police Baton yg stainlees ud restock blm ya,police baton stainlees restock iya ,jawab,baca,false,baca,false,baca,false,jawab,true
2721,Iphone stum masih ada ga broo?,iphone stum broo _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2722,Trakhire koyo how to basic 😂😂 @reigozaul,trakhire koyo how to basic _emot_pos_ _emot_pos_ _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2723,Ini mad. Klo mau beli kaya punya om yoyo @ilham_mashila,marah _tanda_titik_ beli kaya om yoyo _mentionteman_ ,abaikan,baca,false,abaikan,true,abaikan,true,abaikan,true
2724,Jam tangan nya masih apa tidak?,jam tangan nya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2725,@fadilahmad098, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2726,"Mas, ordernya masih buka g malam2 gini? Atau bsk pagi ya baru respon?",mas ordernya buka g malam _angka_ _tanda_tanya_ besok pagi iya _daerah_ respon _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2727,@vanderism_com cek line dong min.., _mentionpemilik_ cek line min _tanda_titik_ ,baca,baca,true,baca,true,baca,true,jawab,false
2728,@ckyudhatama tuku ra?, _mentionteman_ tuku ra _tanda_tanya_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2729,"Murah sih, tp aku dudu tipe swordsman @kevinbifadlika",murah sih dudu tipe swordsman _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2730,@mohamadfrengki, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2731,Min linenya blom di respond .-.,min linenya menganngapi _tanda_titik_ - _tanda_titik_ ,baca,baca,true,baca,true,baca,true,jawab,false
2732,@richardadisaputra, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2733,Mau dong bro,saudara laki - laki ,baca,baca,true,baca,true,baca,true,jawab,false
2734,Ngeri kali bang barangnya 😄 emang gokil @vanderism_com 😂👍👏 applause,ngeri kali bang barangnya _emot_pos_ gila _mentionpemilik_ _emot_pos_ _emot_pos_ _emot_pos_ applause ,baca,baca,true,baca,true,baca,true,baca,true
